"site","year","replicate","date","period","ncolonies","prev_bleached","prev_verypale","prev_anybleaching","prev_nobleaching"
"College Shoal East",2024,"4",2024-11-21,"Annual",13,0,0,0,100
"College Shoal East",2024,"5",2024-05-14,"PBL",10,0,0,0,100
"College Shoal East",2024,"5",2024-11-21,"Annual",13,0,0,0,100
"College Shoal East",2024,"6",2024-05-14,"PBL",17,0,0,0,100
"College Shoal East",2024,"6",2024-11-21,"Annual",22,0,0,0,100
"College Shoal East",2025,"1",2025-04-08,"PBL",22,0,4.54545454545455,4.54545454545455,95.4545454545455
"College Shoal East",2025,"2",2025-04-08,"PBL",8,0,0,0,100
"College Shoal East",2025,"3",2025-04-08,"PBL",11,0,0,0,100
"College Shoal East",2025,"4",2025-04-08,"PBL",8,0,0,0,100
"College Shoal East",2025,"5",2025-04-08,"PBL",9,0,0,0,100
"College Shoal East",2025,"6",2025-04-08,"PBL",9,0,0,0,100
"Coral Bay",2022,"1",2022-09-08,"Annual",27,0,0,0,100
"Coral Bay",2022,"2",2022-09-08,"Annual",30,0,0,0,100
"Coral Bay",2022,"3",2022-09-08,"Annual",24,0,0,0,100
"Coral Bay",2022,"4",2022-09-08,"Annual",14,0,0,0,100
"Coral Bay",2022,"5",2022-09-08,"Annual",28,0,0,0,100
"Coral Bay",2022,"6",2022-09-08,"Annual",18,0,0,0,100
"Coral Bay",2023,"1",2023-10-13,"Annual",28,0,0,0,100
"Coral Bay",2023,"2",2023-10-13,"Annual",22,0,0,0,100
"Coral Bay",2023,"3",2023-10-13,"Annual",25,0,0,0,100
"Coral Bay",2023,"4",2023-10-13,"Annual",14,7.14285714285714,0,7.14285714285714,92.8571428571429
"Coral Bay",2023,"5",2023-10-13,"Annual",31,3.2258064516129,0,3.2258064516129,96.7741935483871
"Coral Bay",2023,"6",2023-10-13,"Annual",17,11.7647058823529,5.88235294117647,11.7647058823529,88.2352941176471
"Coral Bay",2024,"1",2024-02-16,"PBL",27,0,0,0,100
"Coral Bay",2024,"1",2024-10-24,"Annual",14,0,0,0,100
"Coral Bay",2024,"2",2024-02-16,"PBL",21,0,0,0,100
"Coral Bay",2024,"2",2024-10-24,"Annual",11,0,0,0,100
"Coral Bay",2024,"3",2024-02-16,"PBL",21,0,0,0,100
"Coral Bay",2024,"3",2024-10-24,"Annual",29,0,0,0,100
"Coral Bay",2024,"4",2024-02-16,"PBL",13,0,0,0,100
"Coral Bay",2024,"4",2024-10-24,"Annual",18,5.55555555555556,0,5.55555555555556,94.4444444444444
"Coral Bay",2024,"5",2024-02-16,"PBL",27,0,0,0,100
"Coral Bay",2024,"5",2024-10-24,"Annual",30,6.66666666666667,0,6.66666666666667,93.3333333333333
"Coral Bay",2024,"6",2024-02-16,"PBL",18,0,0,0,100
"Coral Bay",2024,"6",2024-10-24,"Annual",15,6.66666666666667,0,6.66666666666667,93.3333333333333
"Coral Bay",2025,"1",2025-05-08,"PBL",23,0,0,0,100
"Coral Bay",2025,"2",2025-05-08,"PBL",22,0,0,0,100
"Coral Bay",2025,"3",2025-05-08,"PBL",45,2.22222222222222,0,2.22222222222222,97.7777777777778
"Coral Bay",2025,"4",2025-05-08,"PBL",31,0,0,0,100
"Coral Bay",2025,"5",2025-05-08,"PBL",17,0,0,0,100
"Coral Bay",2025,"6",2025-05-08,"PBL",22,0,0,0,100
"Eagle Ray",2022,"1",2022-10-20,"Annual",7,0,0,0,100
"Eagle Ray",2022,"2",2022-10-20,"Annual",13,0,0,0,100
"Eagle Ray",2022,"3",2022-10-20,"Annual",6,0,0,0,100
"Eagle Ray",2022,"4",2022-10-20,"Annual",8,0,0,0,100
"Eagle Ray",2022,"5",2022-10-20,"Annual",16,0,0,0,100
"Eagle Ray",2022,"6",2022-10-20,"Annual",12,0,0,0,100
"Eagle Ray",2023,"1",2023-11-11,"Annual",9,11.1111111111111,0,11.1111111111111,88.8888888888889
"Eagle Ray",2023,"2",2023-11-11,"Annual",14,7.14285714285714,0,7.14285714285714,92.8571428571429
"Eagle Ray",2023,"3",2023-11-11,"Annual",6,0,0,0,100
"Eagle Ray",2023,"4",2023-11-11,"Annual",10,0,0,0,100
"Eagle Ray",2023,"5",2023-11-11,"Annual",13,0,0,0,100
"Eagle Ray",2023,"6",2023-11-11,"Annual",10,0,0,0,100
"Eagle Ray",2024,"1",2024-03-13,"PBL",11,0,0,0,100
"Eagle Ray",2024,"1",2024-11-14,"Annual",8,0,0,0,100
"Eagle Ray",2024,"2",2024-03-13,"PBL",14,0,0,0,100
"Eagle Ray",2024,"2",2024-11-14,"Annual",3,0,0,0,100
"Eagle Ray",2024,"3",2024-03-13,"PBL",5,0,0,0,100
"Eagle Ray",2024,"3",2024-11-14,"Annual",9,11.1111111111111,0,11.1111111111111,88.8888888888889
"Eagle Ray",2024,"4",2024-03-13,"PBL",10,0,0,0,100
"Eagle Ray",2024,"4",2024-11-14,"Annual",17,0,0,0,100
"Eagle Ray",2024,"5",2024-03-13,"PBL",12,8.33333333333333,0,8.33333333333333,91.6666666666667
"Eagle Ray",2024,"5",2024-11-14,"Annual",16,6.25,0,6.25,93.75
"Eagle Ray",2024,"6",2024-03-13,"PBL",7,0,0,0,100
"Eagle Ray",2024,"6",2024-11-14,"Annual",11,0,0,0,100
"Eagle Ray",2025,"1",2025-04-12,"PBL",11,0,0,0,100
"Eagle Ray",2025,"2",2025-04-12,"PBL",18,0,0,0,100
"Eagle Ray",2025,"3",2025-04-12,"PBL",13,0,0,0,100
"Eagle Ray",2025,"4",2025-04-12,"PBL",8,0,0,0,100
"Eagle Ray",2025,"5",2025-04-12,"PBL",11,0,0,0,100
"Eagle Ray",2025,"6",2025-04-12,"PBL",11,0,0,0,100
"Fish Bay",2022,"1",2022-09-08,"Annual",3,0,0,0,100
"Fish Bay",2022,"2",2022-09-08,"Annual",8,0,0,0,100
"Fish Bay",2022,"3",2022-09-08,"Annual",6,0,0,0,100
"Fish Bay",2022,"4",2022-09-08,"Annual",13,0,0,0,100
"Fish Bay",2022,"5",2022-09-08,"Annual",3,0,0,0,100
"Fish Bay",2022,"6",2022-09-08,"Annual",8,0,0,0,100
"Fish Bay",2023,"1",2023-10-13,"Annual",9,66.6666666666667,0,66.6666666666667,33.3333333333333
"Fish Bay",2023,"2",2023-10-13,"Annual",13,0,0,0,100
"Fish Bay",2023,"3",2023-10-13,"Annual",9,11.1111111111111,0,11.1111111111111,88.8888888888889
"Fish Bay",2023,"4",2023-10-13,"Annual",15,6.66666666666667,0,6.66666666666667,93.3333333333333
"Fish Bay",2023,"5",2023-10-13,"Annual",8,0,0,0,100
"Fish Bay",2023,"6",2023-10-13,"Annual",14,0,0,0,100
"Fish Bay",2024,"1",2024-02-16,"PBL",4,0,0,0,100
"Fish Bay",2024,"1",2024-10-24,"Annual",10,20,0,20,80
"Fish Bay",2024,"2",2024-02-16,"PBL",9,0,0,0,100
"Fish Bay",2024,"2",2024-10-24,"Annual",9,0,0,0,100
"Fish Bay",2024,"3",2024-02-16,"PBL",9,0,0,0,100
"Fish Bay",2024,"3",2024-10-24,"Annual",7,0,0,0,100
"Fish Bay",2024,"4",2024-02-16,"PBL",13,0,0,0,100
"Fish Bay",2024,"4",2024-10-24,"Annual",8,0,0,0,100
"Fish Bay",2024,"5",2024-02-16,"PBL",18,0,0,0,100
"Fish Bay",2024,"5",2024-10-24,"Annual",8,0,0,0,100
"Fish Bay",2024,"6",2024-02-16,"PBL",8,12.5,0,12.5,87.5
"Fish Bay",2024,"6",2024-10-24,"Annual",14,21.4285714285714,0,21.4285714285714,78.5714285714286
"Fish Bay",2025,"1",2025-05-08,"PBL",5,0,0,0,100
"Fish Bay",2025,"2",2025-05-08,"PBL",10,0,0,0,100
"Fish Bay",2025,"3",2025-05-08,"PBL",9,0,0,0,100
"Fish Bay",2025,"4",2025-05-08,"PBL",6,0,0,0,100
"Fish Bay",2025,"5",2025-05-08,"PBL",4,0,0,0,100
"Fish Bay",2025,"6",2025-05-08,"PBL",9,0,0,0,100
"Flat Cay",2022,"1",2022-10-10,"Annual",19,0,0,0,100
"Flat Cay",2022,"2",2022-10-10,"Annual",16,0,0,0,100
"Flat Cay",2022,"3",2022-10-10,"Annual",20,0,0,0,100
"Flat Cay",2022,"4",2022-10-10,"Annual",79,0,0,0,100
"Flat Cay",2022,"5",2022-10-10,"Annual",142,0.704225352112676,0,0.704225352112676,99.2957746478873
"Flat Cay",2022,"6",2022-10-10,"Annual",132,0.757575757575758,0,0.757575757575758,99.2424242424242
"Flat Cay",2023,"1",2023-10-17,"Annual",16,6.25,0,6.25,93.75
"Flat Cay",2023,"2",2023-10-17,"Annual",25,0,0,0,100
"Flat Cay",2023,"3",2023-10-17,"Annual",45,44.4444444444444,2.22222222222222,44.4444444444444,55.5555555555556
"Flat Cay",2023,"4",2023-10-17,"Annual",88,19.3181818181818,10.2272727272727,27.2727272727273,72.7272727272727
"Flat Cay",2023,"5",2023-10-17,"Annual",101,25.7425742574257,0,25.7425742574257,74.2574257425743
"Flat Cay",2023,"6",2023-10-17,"Annual",113,0,0.884955752212389,0.884955752212389,99.1150442477876
"Flat Cay",2024,"1",2024-02-15,"PBL",14,7.14285714285714,0,7.14285714285714,92.8571428571429
"Flat Cay",2024,"1",2024-10-22,"Annual",20,0,0,0,100
"Flat Cay",2024,"2",2024-02-15,"PBL",13,0,0,0,100
"Flat Cay",2024,"2",2024-10-22,"Annual",18,0,0,0,100
"Flat Cay",2024,"3",2024-02-15,"PBL",17,0,0,0,100
"Flat Cay",2024,"3",2024-10-22,"Annual",14,0,0,0,100
"Flat Cay",2024,"4",2024-02-15,"PBL",108,0.925925925925926,0,0.925925925925926,99.0740740740741
"Flat Cay",2024,"4",2024-10-22,"Annual",107,7.47663551401869,1.86915887850467,9.34579439252336,90.6542056074766
"Flat Cay",2024,"5",2024-02-15,"PBL",78,1.28205128205128,0,1.28205128205128,98.7179487179487
"Flat Cay",2024,"5",2024-10-22,"Annual",96,37.5,1.04166666666667,38.5416666666667,61.4583333333333
"Flat Cay",2024,"6",2024-02-15,"PBL",91,0,0,0,100
"Flat Cay",2024,"6",2024-10-22,"Annual",94,40.4255319148936,8.51063829787234,46.8085106382979,53.1914893617021
"Flat Cay",2025,"1",2025-03-27,"PBL",12,8.33333333333333,0,8.33333333333333,91.6666666666667
"Flat Cay",2025,"2",2025-03-27,"PBL",19,0,0,0,100
"Flat Cay",2025,"3",2025-03-27,"PBL",11,0,0,0,100
"Flat Cay",2025,"4",2025-03-27,"PBL",114,0.87719298245614,0,0.87719298245614,99.1228070175439
"Flat Cay",2025,"5",2025-03-27,"PBL",75,0,0,0,100
"Flat Cay",2025,"6",2025-03-27,"PBL",97,0,1.03092783505155,1.03092783505155,98.9690721649485
"Grammanik Tiger FSA",2022,"1",2022-12-07,"Annual",8,0,0,0,100
"Grammanik Tiger FSA",2022,"2",2022-12-07,"Annual",8,0,0,0,100
"Grammanik Tiger FSA",2022,"3",2022-12-07,"Annual",12,0,0,0,100
"Grammanik Tiger FSA",2022,"4",2022-12-07,"Annual",11,0,0,0,100
"Grammanik Tiger FSA",2022,"5",2022-12-07,"Annual",13,0,0,0,100
"Grammanik Tiger FSA",2022,"6",2022-12-07,"Annual",24,0,0,0,100
"Grammanik Tiger FSA",2023,"1",2023-12-05,"Annual",10,10,0,10,90
"Grammanik Tiger FSA",2023,"2",2023-12-05,"Annual",19,5.26315789473684,0,5.26315789473684,94.7368421052632
"Grammanik Tiger FSA",2023,"3",2023-12-05,"Annual",12,0,0,0,100
"Grammanik Tiger FSA",2023,"4",2023-12-05,"Annual",11,0,0,0,100
"Grammanik Tiger FSA",2023,"5",2023-12-05,"Annual",11,27.2727272727273,0,27.2727272727273,72.7272727272727
"Grammanik Tiger FSA",2023,"6",2023-12-05,"Annual",20,0,0,0,100
"Grammanik Tiger FSA",2024,"1",2024-04-08,"PBL",8,0,0,0,100
"Grammanik Tiger FSA",2024,"1",2024-11-22,"Annual",9,0,0,0,100
"Grammanik Tiger FSA",2024,"2",2024-04-08,"PBL",10,0,0,0,100
"Grammanik Tiger FSA",2024,"2",2024-11-22,"Annual",14,0,0,0,100
"Grammanik Tiger FSA",2024,"3",2024-04-08,"PBL",8,0,12.5,12.5,87.5
"Grammanik Tiger FSA",2024,"3",2024-11-22,"Annual",12,0,0,0,100
"Grammanik Tiger FSA",2024,"4",2024-04-08,"PBL",9,0,0,0,100
"Grammanik Tiger FSA",2024,"4",2024-11-22,"Annual",11,0,0,0,100
"Grammanik Tiger FSA",2024,"5",2024-04-08,"PBL",10,0,0,0,100
"Grammanik Tiger FSA",2024,"5",2024-11-22,"Annual",13,0,0,0,100
"Grammanik Tiger FSA",2024,"6",2024-04-08,"PBL",20,0,0,0,100
"Grammanik Tiger FSA",2024,"6",2024-11-22,"Annual",15,0,0,0,100
"Grammanik Tiger FSA",2025,"1",2025-04-08,"PBL",12,0,0,0,100
"Grammanik Tiger FSA",2025,"2",2025-04-08,"PBL",8,0,0,0,100
"Grammanik Tiger FSA",2025,"3",2025-04-08,"PBL",18,0,0,0,100
"Grammanik Tiger FSA",2025,"4",2025-04-08,"PBL",7,0,0,0,100
"Grammanik Tiger FSA",2025,"5",2025-04-08,"PBL",8,0,0,0,100
"Grammanik Tiger FSA",2025,"6",2025-04-08,"PBL",15,0,0,0,100
"Great Pond",2022,"1",2022-10-21,"Annual",16,6.25,0,6.25,93.75
"Great Pond",2022,"2",2022-10-21,"Annual",8,0,0,0,100
"Great Pond",2022,"3",2022-10-21,"Annual",14,0,0,0,100
"Great Pond",2022,"4",2022-10-21,"Annual",8,0,0,0,100
"Great Pond",2022,"5",2022-10-21,"Annual",4,0,0,0,100
"Great Pond",2022,"6",2022-10-21,"Annual",6,0,0,0,100
"Great Pond",2023,"1",2023-11-14,"Annual",25,0,0,0,100
"Great Pond",2023,"2",2023-11-14,"Annual",8,0,0,0,100
"Great Pond",2023,"3",2023-11-14,"Annual",19,0,0,0,100
"Great Pond",2023,"4",2023-11-14,"Annual",9,0,0,0,100
"Great Pond",2023,"5",2023-11-14,"Annual",7,14.2857142857143,14.2857142857143,28.5714285714286,71.4285714285714
"Great Pond",2023,"6",2023-11-14,"Annual",6,0,0,0,100
"Great Pond",2024,"1",2024-03-12,"PBL",13,0,0,0,100
"Great Pond",2024,"1",2024-11-13,"Annual",14,35.7142857142857,0,35.7142857142857,64.2857142857143
"Great Pond",2024,"2",2024-03-12,"PBL",4,0,0,0,100
"Great Pond",2024,"2",2024-11-13,"Annual",8,12.5,12.5,25,75
"Great Pond",2024,"3",2024-03-12,"PBL",22,0,0,0,100
"Great Pond",2024,"3",2024-11-13,"Annual",11,81.8181818181818,0,81.8181818181818,18.1818181818182
"Great Pond",2024,"4",2024-03-12,"PBL",3,0,0,0,100
"Great Pond",2024,"4",2024-11-13,"Annual",6,100,0,100,0
"Great Pond",2024,"5",2024-03-12,"PBL",3,0,0,0,100
"Great Pond",2024,"5",2024-11-13,"Annual",9,0,0,0,100
"Great Pond",2024,"6",2024-03-12,"PBL",6,0,0,0,100
"Great Pond",2024,"6",2024-11-13,"Annual",8,25,0,25,75
"Great Pond",2025,"1",2025-04-13,"PBL",11,0,0,0,100
"Great Pond",2025,"2",2025-04-13,"PBL",3,0,0,0,100
"Great Pond",2025,"3",2025-04-13,"PBL",9,0,0,0,100
"Great Pond",2025,"4",2025-04-13,"PBL",3,0,0,0,100
"Great Pond",2025,"5",2025-04-13,"PBL",4,0,0,0,100
"Great Pond",2025,"6",2025-04-13,"PBL",3,0,0,0,100
"Hind Bank East FSA",2022,"1",2022-11-08,"Annual",10,0,0,0,100
"Hind Bank East FSA",2022,"2",2022-11-08,"Annual",4,0,0,0,100
"Hind Bank East FSA",2022,"3",2022-11-08,"Annual",14,0,0,0,100
"Hind Bank East FSA",2022,"4",2022-11-08,"Annual",8,0,0,0,100
"Hind Bank East FSA",2022,"5",2022-11-08,"Annual",12,0,0,0,100
"Hind Bank East FSA",2022,"6",2022-11-08,"Annual",13,0,0,0,100
"Hind Bank East FSA",2023,"1",2023-12-06,"Annual",17,0,0,0,100
"Hind Bank East FSA",2023,"2",2023-12-06,"Annual",11,0,0,0,100
"Hind Bank East FSA",2023,"3",2023-12-06,"Annual",14,0,0,0,100
"Hind Bank East FSA",2023,"4",2023-12-06,"Annual",7,0,0,0,100
"Hind Bank East FSA",2023,"5",2023-12-06,"Annual",10,10,0,10,90
"Hind Bank East FSA",2023,"6",2023-12-06,"Annual",12,0,0,0,100
"Hind Bank East FSA",2024,"1",2024-05-14,"PBL",12,0,0,0,100
"Hind Bank East FSA",2024,"1",2024-11-21,"Annual",17,0,0,0,100
"Hind Bank East FSA",2024,"2",2024-05-14,"PBL",9,0,0,0,100
"Hind Bank East FSA",2024,"2",2024-11-21,"Annual",13,0,0,0,100
"Hind Bank East FSA",2024,"3",2024-05-14,"PBL",11,0,0,0,100
"Hind Bank East FSA",2024,"3",2024-11-21,"Annual",14,0,0,0,100
"Hind Bank East FSA",2024,"4",2024-05-14,"PBL",10,0,0,0,100
"Hind Bank East FSA",2024,"4",2024-11-21,"Annual",14,0,0,0,100
"Hind Bank East FSA",2024,"5",2024-05-14,"PBL",8,0,0,0,100
"Hind Bank East FSA",2024,"5",2024-11-21,"Annual",20,0,0,0,100
"Hind Bank East FSA",2024,"6",2024-11-21,"Annual",18,0,0,0,100
"Hind Bank East FSA",2025,"1",2025-03-28,"PBL",17,0,0,0,100
"Hind Bank East FSA",2025,"2",2025-03-28,"PBL",9,0,0,0,100
"Hind Bank East FSA",2025,"3",2025-03-28,"PBL",7,0,0,0,100
"Hind Bank East FSA",2025,"4",2025-03-28,"PBL",10,0,0,0,100
"Hind Bank East FSA",2025,"5",2025-03-28,"PBL",6,0,0,0,100
"Hind Bank East FSA",2025,"6",2025-03-28,"PBL",15,0,0,0,100
"Jacks Bay",2022,"1",2022-11-17,"Annual",15,0,0,0,100
"Jacks Bay",2022,"2",2022-11-17,"Annual",14,0,0,0,100
"Jacks Bay",2022,"3",2022-11-17,"Annual",15,0,0,0,100
"Jacks Bay",2022,"4",2022-11-17,"Annual",17,0,0,0,100
"Jacks Bay",2022,"5",2022-11-17,"Annual",16,0,0,0,100
"Jacks Bay",2022,"6",2022-11-17,"Annual",16,6.25,0,6.25,93.75
"Jacks Bay",2023,"1",2023-11-14,"Annual",16,0,0,0,100
"Jacks Bay",2023,"2",2023-11-14,"Annual",31,0,0,0,100
"Jacks Bay",2023,"3",2023-11-14,"Annual",28,0,0,0,100
"Jacks Bay",2023,"4",2023-11-14,"Annual",27,3.7037037037037,0,3.7037037037037,96.2962962962963
"Jacks Bay",2023,"5",2023-11-14,"Annual",17,0,5.88235294117647,5.88235294117647,94.1176470588235
"Jacks Bay",2023,"6",2023-11-14,"Annual",27,7.40740740740741,0,7.40740740740741,92.5925925925926
"Jacks Bay",2024,"1",2024-03-14,"PBL",9,0,0,0,100
"Jacks Bay",2024,"1",2024-11-13,"Annual",16,0,0,0,100
"Jacks Bay",2024,"2",2024-03-14,"PBL",11,0,0,0,100
"Jacks Bay",2024,"2",2024-11-13,"Annual",16,0,0,0,100
"Jacks Bay",2024,"3",2024-03-14,"PBL",10,0,0,0,100
"Jacks Bay",2024,"3",2024-11-13,"Annual",9,0,0,0,100
"Jacks Bay",2024,"4",2024-03-14,"PBL",12,0,0,0,100
"Jacks Bay",2024,"4",2024-11-13,"Annual",24,0,0,0,100
"Jacks Bay",2024,"5",2024-03-14,"PBL",12,0,0,0,100
"Jacks Bay",2024,"5",2024-11-13,"Annual",20,5,0,5,95
"Jacks Bay",2024,"6",2024-03-14,"PBL",17,0,0,0,100
"Jacks Bay",2024,"6",2024-11-13,"Annual",24,8.33333333333333,0,8.33333333333333,91.6666666666667
"Jacks Bay",2025,"1",2025-04-15,"PBL",33,0,3.03030303030303,3.03030303030303,96.969696969697
"Jacks Bay",2025,"2",2025-04-15,"PBL",49,0,0,0,100
"Jacks Bay",2025,"3",2025-04-15,"PBL",10,0,0,0,100
"Jacks Bay",2025,"4",2025-04-15,"PBL",16,0,6.25,6.25,93.75
"Jacks Bay",2025,"5",2025-04-15,"PBL",17,0,0,0,100
"Jacks Bay",2025,"6",2025-04-15,"PBL",14,0,0,0,100
"Kings Corner",2022,"1",2022-10-22,"Annual",10,0,0,0,100
"Kings Corner",2022,"2",2022-10-22,"Annual",8,0,0,0,100
"Kings Corner",2022,"3",2022-10-22,"Annual",14,0,0,0,100
"Kings Corner",2022,"4",2022-10-22,"Annual",10,10,0,10,90
"Kings Corner",2022,"5",2022-10-22,"Annual",5,0,0,0,100
"Kings Corner",2022,"6",2022-10-22,"Annual",17,0,0,0,100
"Kings Corner",2023,"1",2023-11-15,"Annual",11,0,0,0,100
"Kings Corner",2023,"2",2023-11-15,"Annual",9,0,0,0,100
"Kings Corner",2023,"3",2023-11-15,"Annual",11,0,0,0,100
"Kings Corner",2023,"4",2023-11-15,"Annual",25,0,0,0,100
"Kings Corner",2023,"5",2023-11-15,"Annual",8,12.5,0,12.5,87.5
"Kings Corner",2023,"6",2023-11-15,"Annual",19,0,0,0,100
"Kings Corner",2024,"1",2024-03-15,"PBL",11,0,0,0,100
"Kings Corner",2024,"1",2024-11-15,"Annual",8,0,0,0,100
"Kings Corner",2024,"2",2024-03-15,"PBL",11,0,0,0,100
"Kings Corner",2024,"2",2024-11-15,"Annual",15,0,0,0,100
"Kings Corner",2024,"3",2024-03-15,"PBL",10,0,0,0,100
"Kings Corner",2024,"3",2024-11-15,"Annual",21,0,0,0,100
"Kings Corner",2024,"4",2024-03-15,"PBL",12,0,0,0,100
"Kings Corner",2024,"4",2024-11-15,"Annual",11,18.1818181818182,0,18.1818181818182,81.8181818181818
"Kings Corner",2024,"5",2024-03-15,"PBL",5,0,0,0,100
"Kings Corner",2024,"5",2024-11-15,"Annual",7,42.8571428571429,0,42.8571428571429,57.1428571428571
"Kings Corner",2024,"6",2024-03-15,"PBL",12,0,0,0,100
"Kings Corner",2024,"6",2024-11-15,"Annual",19,0,0,0,100
"Kings Corner",2025,"1",2025-04-14,"PBL",16,0,0,0,100
"Kings Corner",2025,"2",2025-04-14,"PBL",20,0,0,0,100
"Kings Corner",2025,"3",2025-04-14,"PBL",29,0,0,0,100
"Kings Corner",2025,"4",2025-04-14,"PBL",24,0,0,0,100
"Kings Corner",2025,"5",2025-04-14,"PBL",5,0,0,0,100
"Kings Corner",2025,"6",2025-04-14,"PBL",11,0,0,0,100
"Lang Bank EEMP",2022,"1",2022-10-21,"Annual",12,0,0,0,100
"Lang Bank EEMP",2022,"2",2022-10-21,"Annual",15,0,0,0,100
"Lang Bank EEMP",2022,"3",2022-10-21,"Annual",10,0,0,0,100
"Lang Bank EEMP",2022,"4",2022-10-21,"Annual",15,0,0,0,100
"Lang Bank EEMP",2022,"5",2022-10-21,"Annual",13,0,0,0,100
"Lang Bank EEMP",2022,"6",2022-10-21,"Annual",18,0,0,0,100
"Lang Bank EEMP",2023,"1",2023-11-14,"Annual",7,14.2857142857143,0,14.2857142857143,85.7142857142857
"Lang Bank EEMP",2023,"2",2023-11-14,"Annual",10,0,0,0,100
"Lang Bank EEMP",2023,"3",2023-11-14,"Annual",15,6.66666666666667,0,6.66666666666667,93.3333333333333
"Lang Bank EEMP",2023,"4",2023-11-14,"Annual",12,0,0,0,100
"Lang Bank EEMP",2023,"5",2023-11-14,"Annual",16,12.5,0,12.5,87.5
"Lang Bank EEMP",2023,"6",2023-11-14,"Annual",16,6.25,0,6.25,93.75
"Lang Bank EEMP",2024,"1",2024-03-16,"PBL",14,0,0,0,100
"Lang Bank EEMP",2024,"1",2024-11-13,"Annual",15,0,0,0,100
"Lang Bank EEMP",2024,"2",2024-03-16,"PBL",9,0,0,0,100
"Lang Bank EEMP",2024,"2",2024-11-13,"Annual",15,6.66666666666667,0,6.66666666666667,93.3333333333333
"Lang Bank EEMP",2024,"3",2024-03-16,"PBL",16,0,6.25,6.25,93.75
"Lang Bank EEMP",2024,"3",2024-11-13,"Annual",14,0,0,0,100
"Lang Bank EEMP",2024,"4",2024-03-16,"PBL",8,0,0,0,100
"Lang Bank EEMP",2024,"4",2024-11-13,"Annual",17,0,0,0,100
"Lang Bank EEMP",2024,"5",2024-03-16,"PBL",11,0,0,0,100
"Lang Bank EEMP",2024,"5",2024-11-13,"Annual",16,0,0,0,100
"Lang Bank EEMP",2024,"6",2024-03-16,"PBL",17,5.88235294117647,0,5.88235294117647,94.1176470588235
"Lang Bank EEMP",2024,"6",2024-11-13,"Annual",19,5.26315789473684,0,5.26315789473684,94.7368421052632
"Lang Bank EEMP",2025,"1",2025-04-15,"PBL",14,0,0,0,100
"Lang Bank EEMP",2025,"2",2025-04-15,"PBL",8,12.5,12.5,12.5,87.5
"Lang Bank EEMP",2025,"3",2025-04-15,"PBL",16,0,0,0,100
"Lang Bank EEMP",2025,"4",2025-04-15,"PBL",17,0,0,0,100
"Lang Bank EEMP",2025,"5",2025-04-15,"PBL",14,0,0,0,100
"Lang Bank EEMP",2025,"6",2025-04-15,"PBL",9,0,0,0,100
"Lang Bank Red Hind FSA",2022,"1",2022-11-17,"Annual",5,0,0,0,100
"Lang Bank Red Hind FSA",2022,"2",2022-11-17,"Annual",5,0,0,0,100
"Lang Bank Red Hind FSA",2022,"3",2022-11-17,"Annual",12,0,0,0,100
"Lang Bank Red Hind FSA",2022,"4",2022-11-17,"Annual",16,0,0,0,100
"Lang Bank Red Hind FSA",2022,"5",2022-11-17,"Annual",17,11.7647058823529,0,11.7647058823529,88.2352941176471
"Lang Bank Red Hind FSA",2022,"6",2022-11-17,"Annual",13,0,0,0,100
"Lang Bank Red Hind FSA",2023,"1",2023-11-13,"Annual",6,0,0,0,100
"Lang Bank Red Hind FSA",2023,"2",2023-11-13,"Annual",10,0,0,0,100
"Lang Bank Red Hind FSA",2023,"3",2023-11-13,"Annual",8,0,0,0,100
"Lang Bank Red Hind FSA",2023,"4",2023-11-13,"Annual",13,0,0,0,100
"Lang Bank Red Hind FSA",2023,"5",2023-11-13,"Annual",12,0,0,0,100
"Lang Bank Red Hind FSA",2023,"6",2023-11-13,"Annual",14,7.14285714285714,0,7.14285714285714,92.8571428571429
"Lang Bank Red Hind FSA",2024,"1",2024-03-12,"PBL",6,0,0,0,100
"Lang Bank Red Hind FSA",2024,"1",2024-11-16,"Annual",13,0,0,0,100
"Lang Bank Red Hind FSA",2024,"2",2024-03-12,"PBL",8,0,0,0,100
"Lang Bank Red Hind FSA",2024,"2",2024-11-16,"Annual",10,0,0,0,100
"Lang Bank Red Hind FSA",2024,"3",2024-03-12,"PBL",8,0,0,0,100
"Lang Bank Red Hind FSA",2024,"3",2024-11-16,"Annual",11,0,0,0,100
"Lang Bank Red Hind FSA",2024,"4",2024-03-12,"PBL",15,0,0,0,100
"Lang Bank Red Hind FSA",2024,"4",2024-11-16,"Annual",15,0,0,0,100
"Lang Bank Red Hind FSA",2024,"5",2024-03-12,"PBL",12,0,0,0,100
"Lang Bank Red Hind FSA",2024,"5",2024-11-16,"Annual",17,0,0,0,100
